Name,Maths,Reading,Writing,Parents Name,Parents Education,Sleep Time,Social Media,Food,Test Prep,Gender,Parental Involvement Insights,Overall Performance,Parent Education Level,Sleep Category,Social Media Category,Normalized Maths,Normalized Reading,Normalized Writing,Performance Category
Grant,74,71,78,Bethany Mcmanis,1.0,6,0.0,1,1,1,Parent Involvement Toolkit,74.33333333333333,Low,Insufficient,Low,0.74,0.6506024096385543,0.7555555555555555,Average
"Marlene,82,62,62,Adrianna Goodwill,4.0,5,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",68.66666666666667,Medium,Insufficient,Low,0.8200000000000001,0.5421686746987953,0.5777777777777777,Average"
Erika,81,80,76,Delsie Rockhill,2.0,7,0.0,1,1,0,Back to Top ,79.0,Low,Optimal,Low,0.81,0.7590361445783133,0.7333333333333333,Excellent
"Zoe,74,81,76,Emanuel Motz,3.0,1,0.0,2,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",77.0,Medium,Insufficient,Low,0.74,0.7710843373493976,0.7333333333333333,Excellent"
Mackenzie,58,61,66,Duane Mojarro,3.0,0,0.0,2,0,0,Learn More: Go to About the NHES,61.66666666666666,Medium,Insufficient,Low,0.58,0.5301204819277109,0.6222222222222222,Average
Glen,80,79,79,Estefana Chi,1.0,7,0.0,2,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,79.33333333333333,Low,Optimal,Low,0.8,0.746987951807229,0.7666666666666666,Excellent
"Viola,35,28,27,Temple Delgiudice,3.0,7,0.0,2,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",30.0,Medium,Optimal,Low,0.35,0.1325301204819277,0.1888888888888888,Poor"
Gilbert,42,62,60,Millie Skipworth,2.0,8,0.0,2,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,54.66666666666666,Low,Optimal,Low,0.42,0.5421686746987953,0.5555555555555556,Average
"Jake,60,51,56,Melania Stillings,2.0,6,0.0,2,1,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",55.66666666666666,Low,Insufficient,Low,0.6,0.4096385542168674,0.5111111111111111,Average"
Mattie,87,91,81,Caroyln Miser,2.0,7,0.0,1,1,0,NCES Annual Reports,86.33333333333333,Low,Optimal,Low,0.87,0.8915662650602411,0.7888888888888889,Excellent
Nina,84,83,75,Sigrid Casares,1.0,7,0.0,1,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,80.66666666666667,Low,Optimal,Low,0.84,0.7951807228915663,0.7222222222222222,Excellent
Claudia,83,86,88,Rowena Nurse,2.0,8,0.0,2,1,0,Longitudinal Studies,85.66666666666667,Low,Optimal,Low,0.8300000000000001,0.8313253012048193,0.8666666666666667,Excellent
"Lester,34,42,39,Chu Maughan,2.0,7,0.0,2,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",38.333333333333336,Low,Optimal,Low,0.34,0.3012048192771085,0.3222222222222222,Poor"
Kaylee,66,77,70,Drucilla Devenport,2.0,8,0.0,2,0,0,State Education Practices (School Choice),71.0,Low,Optimal,Low,0.66,0.7228915662650603,0.6666666666666666,Average
"Elmer,56,68,74,Hellen Kimberling,2.0,6,0.0,1,1,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",66.0,Low,Insufficient,Low,0.56,0.6144578313253013,0.7111111111111111,Average"
Tanya,87,85,73,Libbie Klopp,2.0,7,0.0,1,0,0,Parent Involvement Toolkit,81.66666666666667,Low,Optimal,Low,0.87,0.819277108433735,0.7,Excellent
"Andre,55,65,62,Cecille Normand,1.0,8,0.0,2,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",60.66666666666666,Low,Optimal,Low,0.55,0.5783132530120483,0.5777777777777777,Average"
Alexa,86,80,75,Melita Gurr,1.0,9,0.0,1,0,0,Back to Top ,80.33333333333333,Low,Oversleep,Low,0.86,0.7590361445783133,0.7222222222222222,Excellent
"Jennie,52,66,73,Katelin Kalina,2.0,6,0.0,1,1,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",63.66666666666666,Low,Insufficient,Low,0.52,0.5903614457831325,0.7,Average"
Autumn,45,56,54,Rosa Leonard,2.0,7,0.0,2,0,0,Learn More: Go to About the NHES,51.66666666666666,Low,Optimal,Low,0.45,0.4698795180722892,0.4888888888888889,Average
Sadie,72,72,71,Sheena Hadden,3.0,8,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,71.66666666666667,Medium,Optimal,Low,0.72,0.6626506024096386,0.6777777777777778,Average
"Gene,57,50,54,Karena Neace,2.0,9,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",53.66666666666666,Low,Oversleep,Low,0.5700000000000001,0.3975903614457832,0.4888888888888889,Average"
Sam,68,72,64,Carmon Ashford,1.0,6,0.0,2,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,68.0,Low,Insufficient,Low,0.68,0.6626506024096386,0.6,Average
"Marissa,88,95,94,Ardella Camacho,3.0,5,0.0,1,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",92.33333333333331,Medium,Insufficient,Low,0.88,0.9397590361445785,0.9333333333333332,Excellent"
Colton,76,64,66,Hoyt Shadduck,3.0,7,0.0,1,0,1,NCES Annual Reports,68.66666666666667,Medium,Optimal,Low,0.76,0.5662650602409639,0.6222222222222222,Average
Spencer,46,43,42,Todd Holgate,2.0,8,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,43.66666666666666,Low,Optimal,Low,0.46,0.3132530120481928,0.3555555555555555,Poor
Eli,67,86,83,Qiana Levan,4.0,9,0.0,1,0,1,Longitudinal Studies,78.66666666666667,Medium,Oversleep,Low,0.67,0.8313253012048193,0.8111111111111111,Excellent
"Alison,92,87,78,Risa Magwood,1.0,9,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",85.66666666666667,Low,Oversleep,Low,0.92,0.8433734939759038,0.7555555555555555,Excellent"
Caitlin,83,82,84,Hortense Chattin,4.0,7,0.0,1,1,0,State Education Practices (School Choice),83.0,Medium,Optimal,Low,0.8300000000000001,0.783132530120482,0.8222222222222222,Excellent
"Harvey,80,75,77,Lee Esses,2.0,8,0.0,1,0,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",77.33333333333333,Low,Optimal,Low,0.8,0.6987951807228916,0.7444444444444445,Excellent"
Tonya,63,66,67,Mohamed Bolles,4.0,9,0.0,2,0,0,Parent Involvement Toolkit,65.33333333333333,Medium,Oversleep,Low,0.63,0.5903614457831325,0.6333333333333333,Average
"Priscilla,64,60,74,Merrill Ballenger,1.0,7,0.0,1,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",66.0,Low,Optimal,Low,0.64,0.5180722891566265,0.7111111111111111,Average"
Addison,54,52,51,Deeann Ashburn,3.0,8,0.0,1,0,0,Back to Top ,52.333333333333336,Medium,Optimal,Low,0.54,0.4216867469879518,0.4555555555555555,Average
"Isabel,84,80,80,Perry Viera,2.0,9,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",81.33333333333333,Low,Oversleep,Low,0.84,0.7590361445783133,0.7777777777777778,Excellent"
Angelina,73,68,66,Joyce Sciacca,2.0,5,0.0,2,1,0,Learn More: Go to About the NHES,69.0,Low,Insufficient,Low,0.73,0.6144578313253013,0.6222222222222222,Average
Brayden,80,83,83,Clayton Shealy,4.0,7,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,82.0,Medium,Optimal,Low,0.8,0.7951807228915663,0.8111111111111111,Excellent
"Sophie,56,52,55,Nada Sheilds,2.0,8,0.0,1,0,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",54.333333333333336,Low,Optimal,Low,0.56,0.4216867469879518,0.5,Average"
Chester,59,51,43,Deanna Rome,3.0,9,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,51.0,Medium,Oversleep,Low,0.59,0.4096385542168674,0.3666666666666667,Average
"Jeff,75,74,69,Greta Sartain,1.0,7,0.0,1,0,1,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",72.66666666666667,Low,Optimal,Low,0.75,0.6867469879518073,0.6555555555555556,Average"
Gwendolyn,85,76,71,Whitley Leppert,2.0,8,0.0,1,0,0,NCES Annual Reports,77.33333333333333,Low,Optimal,Low,0.85,0.710843373493976,0.6777777777777778,Excellent
Bryce,58,70,68,Franchesca Centers,2.0,6,0.0,1,1,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,65.33333333333333,Low,Insufficient,Low,0.58,0.6385542168674699,0.6444444444444444,Average
Patsy,65,64,62,Myrtice Lonzo,2.0,9,0.0,1,0,0,Longitudinal Studies,63.66666666666666,Low,Oversleep,Low,0.65,0.5662650602409639,0.5777777777777777,Average
"Tristan,68,60,53,Santina Cybulski,2.0,7,0.0,1,0,1,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",60.333333333333336,Low,Optimal,Low,0.68,0.5180722891566265,0.4777777777777778,Average"
Gabriella,47,49,49,Kayleigh Cartier,1.0,6,0.0,1,1,0,State Education Practices (School Choice),48.333333333333336,Low,Insufficient,Low,0.47,0.3855421686746988,0.4333333333333334,Poor
"Maggie,80,80,72,Edythe Knutsen,2.0,8,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",77.33333333333333,Low,Optimal,Low,0.8,0.7590361445783133,0.6888888888888889,Excellent"
Miranda,54,52,52,Adell Westmoreland,2.0,9,0.0,1,0,0,Parent Involvement Toolkit,52.66666666666666,Low,Oversleep,Low,0.54,0.4216867469879518,0.4666666666666667,Average
"Darren,62,73,70,Delores Gullick,3.0,7,0.0,1,0,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",68.33333333333333,Medium,Optimal,Low,0.62,0.674698795180723,0.6666666666666666,Average"
Delores,64,73,68,Cuc Kossman,2.0,8,0.0,2,0,0,Back to Top ,68.33333333333333,Low,Optimal,Low,0.64,0.674698795180723,0.6444444444444444,Average
"Milton,78,77,77,Lakendra Bobby,2.0,9,0.0,1,1,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",77.33333333333333,Low,Oversleep,Low,0.78,0.7228915662650603,0.7444444444444445,Excellent"
Duane,70,75,78,Oneida Haberman,3.0,5,0.0,1,0,1,Learn More: Go to About the NHES,74.33333333333333,Medium,Insufficient,Low,0.7000000000000001,0.6987951807228916,0.7555555555555555,Average
Preston,65,81,81,Ghislaine Southwick,2.0,7,0.0,2,1,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,75.66666666666667,Low,Optimal,Low,0.65,0.7710843373493976,0.7888888888888889,Excellent
"Kylie,64,79,77,Ardis Overbey,1.0,8,0.0,2,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",73.33333333333333,Low,Optimal,Low,0.64,0.746987951807229,0.7444444444444445,Average"
Reginald,79,79,78,Fermin Work,3.0,9,0.0,1,1,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,78.66666666666667,Medium,Oversleep,Low,0.79,0.746987951807229,0.7555555555555555,Excellent
"Genevieve,44,50,51,Saundra Voshell,1.0,7,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",48.333333333333336,Low,Optimal,Low,0.44,0.3975903614457832,0.4555555555555555,Poor"
Ruben,99,93,90,Bret Styers,2.0,8,0.0,1,0,1,NCES Annual Reports,94.0,Low,Optimal,Low,0.99,0.9156626506024098,0.8888888888888888,Excellent
Aidan,76,73,68,Kortney Shear,2.0,7,0.0,1,0,1,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,72.33333333333333,Low,Optimal,Low,0.76,0.674698795180723,0.6444444444444444,Average
Brandy,59,42,41,Luanna Gabler,1.0,5,0.0,2,0,0,Longitudinal Studies,47.333333333333336,Low,Insufficient,Low,0.59,0.3012048192771085,0.3444444444444444,Poor
"Yolanda,63,75,81,Danette Lares,4.0,6,0.0,1,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",73.0,Medium,Insufficient,Low,0.63,0.6987951807228916,0.7888888888888889,Average"
Maxine,69,72,77,Melisa Munday,2.0,7,0.0,1,0,0,State Education Practices (School Choice),72.66666666666667,Low,Optimal,Low,0.6900000000000001,0.6626506024096386,0.7444444444444445,Average
"Aubrey,88,92,95,Myriam Roberie,2.0,8,0.0,1,1,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",91.66666666666669,Low,Optimal,Low,0.88,0.9036144578313252,0.9444444444444444,Excellent"
Roberto,69,63,61,Renata Fettig,4.0,6,0.0,1,0,1,Parent Involvement Toolkit,64.33333333333333,Medium,Insufficient,Low,0.6900000000000001,0.5542168674698795,0.5666666666666667,Average
"Carole,58,49,42,Les Lindsey,3.0,9,0.0,1,0,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",49.66666666666666,Medium,Oversleep,Low,0.58,0.3855421686746988,0.3555555555555555,Poor"
Jimmie,47,53,58,Harris Descoteaux,2.0,8,0.0,2,0,1,Back to Top ,52.66666666666666,Low,Optimal,Low,0.47,0.4337349397590362,0.5333333333333333,Average
"Joanna,65,70,71,Jazmine Emery,3.0,7,0.0,1,0,0,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",68.66666666666667,Medium,Optimal,Low,0.65,0.6385542168674699,0.6777777777777778,Average"
Neil,88,85,76,Sherrie Pendelton,3.0,6,0.0,1,1,1,Learn More: Go to About the NHES,83.0,Medium,Insufficient,Low,0.88,0.819277108433735,0.7333333333333333,Excellent
Miriam,83,78,73,Zaida Romney,4.0,9,0.0,1,0,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,78.0,Medium,Oversleep,Low,0.8300000000000001,0.7349397590361446,0.7,Excellent
"Natasha,85,92,93,Florencio Coleman,1.0,8,0.0,1,1,0,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",90.0,Low,Optimal,Low,0.85,0.9036144578313252,0.9222222222222224,Excellent"
Carson,59,63,75,Velva Bing,2.0,7,0.0,1,1,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,65.66666666666667,Low,Optimal,Low,0.59,0.5542168674698795,0.7222222222222222,Average
"Katrina,65,86,80,Ying Scheetz,1.0,8,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",77.0,Low,Optimal,Low,0.65,0.8313253012048193,0.7777777777777778,Excellent"
Leona,73,56,57,Keli Shen,4.0,7,0.0,2,0,0,NCES Annual Reports,62.0,Medium,Optimal,Low,0.73,0.4698795180722892,0.5222222222222221,Average
Glenda,53,52,42,Mitch Grajeda,2.0,8,0.0,1,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,49.0,Low,Optimal,Low,0.53,0.4216867469879518,0.3555555555555555,Poor
Lance,45,48,46,Bryon Furness,2.0,9,0.0,1,0,1,Longitudinal Studies,46.333333333333336,Low,Oversleep,Low,0.45,0.3734939759036145,0.4000000000000001,Poor
"Mae,73,79,84,Tamie Bertucci,4.0,8,0.0,2,0,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",78.66666666666667,Medium,Optimal,Low,0.73,0.746987951807229,0.8222222222222222,Excellent"
Mariah,70,78,78,Shaniqua Pulido,3.0,7,0.0,2,1,0,State Education Practices (School Choice),75.33333333333333,Medium,Optimal,Low,0.7000000000000001,0.7349397590361446,0.7555555555555555,Excellent
"Vickie,37,46,46,Adina Farris,1.0,6,0.0,1,0,0,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",43.0,Low,Insufficient,Low,0.37,0.3493975903614458,0.4000000000000001,Poor"
Brandi,81,82,82,Landon Constantino,2.0,6,0.0,1,1,0,Parent Involvement Toolkit,81.66666666666667,Low,Insufficient,Low,0.81,0.783132530120482,0.7999999999999999,Excellent
"Whitney,97,82,88,Russell Batres,2.0,7,0.0,1,1,0,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",89.0,Low,Optimal,Low,0.97,0.783132530120482,0.8666666666666667,Excellent"
Jocelyn,67,89,82,Leesa Rieke,1.0,8,0.0,1,0,0,Back to Top ,79.33333333333333,Low,Optimal,Low,0.67,0.8674698795180723,0.7999999999999999,Excellent
"Josiah,88,75,76,Hank Noblitt,4.0,6,0.0,2,0,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",79.66666666666667,Medium,Insufficient,Low,0.88,0.6987951807228916,0.7333333333333333,Excellent"
Everett,77,76,77,Priscilla Lamphere,1.0,9,0.0,1,1,1,Learn More: Go to About the NHES,76.66666666666667,Low,Oversleep,Low,0.77,0.710843373493976,0.7444444444444445,Excellent
Diego,86,73,70,Karon Wilmes,1.0,7,0.0,1,0,1,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,76.33333333333333,Low,Optimal,Low,0.86,0.674698795180723,0.6666666666666666,Excellent
"Parker,63,60,57,Prudence Cutler,1.0,8,0.0,1,1,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",60.0,Low,Optimal,Low,0.63,0.5180722891566265,0.5222222222222221,Average"
Cecil,65,73,75,Myrl Kandoll,4.0,7,0.0,1,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,71.0,Medium,Optimal,Low,0.65,0.674698795180723,0.7222222222222222,Average
"Kara,78,77,80,Lissa Andrews,2.0,8,0.0,2,1,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",78.33333333333333,Low,Optimal,Low,0.78,0.7228915662650603,0.7777777777777778,Excellent"
Dan,67,62,60,Mikel Ranger,2.0,8,0.0,2,0,1,NCES Annual Reports,63.0,Low,Optimal,Low,0.67,0.5421686746987953,0.5555555555555556,Average
Meghan,46,41,43,Yuri Tiller,1.0,7,0.0,1,1,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,43.333333333333336,Low,Optimal,Low,0.46,0.2891566265060241,0.3666666666666667,Poor
Dora,71,74,68,Jonas Reilley,2.0,6,0.0,1,1,0,Longitudinal Studies,71.0,Low,Insufficient,Low,0.71,0.6867469879518073,0.6444444444444444,Average
"Brooklyn,40,46,50,Santina Sherlock,2.0,7,0.0,2,1,0,""NCES has a series of High School, Middle Grades, and Early Childhood longitudinal studies that track studentsƒ?? development, achievement, and learning over time. "",45.333333333333336,Low,Optimal,Low,0.4,0.3493975903614458,0.4444444444444445,Poor"
Margie,90,87,75,Corrine Snelling,2.0,8,0.0,2,0,0,State Education Practices (School Choice),84.0,Low,Optimal,Low,0.9,0.8433734939759038,0.7222222222222222,Excellent
"Allan,81,78,81,Kara Wierenga,3.0,7,0.0,2,1,1,""This website provides an overview of state policies and practices across many areas of education, including policies on charter schools, which operate with varying degrees of independence from state education agencies in exchange for increased accountability for student performance."",80.0,Medium,Optimal,Low,0.81,0.7349397590361446,0.7888888888888889,Excellent"
Bethany,56,54,52,Noriko Arroyo,1.0,6,0.0,2,0,0,Parent Involvement Toolkit,54.0,Low,Insufficient,Low,0.56,0.4457831325301205,0.4666666666666667,Average
"Eduardo,67,84,81,Caron Brasch,2.0,6,0.0,1,1,1,""The Institute of Education Sciences Toolkit of Resources for Engaging Families and the Community as Partners in Education is a four-part resource that brings together research, promising practices, and useful tools and resources to guide educators in strengthening partnerships with families and community members to support student learning. "",77.33333333333333,Low,Insufficient,Low,0.67,0.8072289156626508,0.7888888888888889,Excellent"
Ana,80,76,64,Geoffrey Follmer,2.0,7,0.0,1,0,0,Back to Top ,73.33333333333333,Low,Optimal,Low,0.8,0.710843373493976,0.6,Average
"Hector,74,75,83,Clark Vasser,2.0,9,0.0,1,1,1,""Data about parent involvement in education and school choice from kindergarten to high school are currently collected in the Parent and Family Involvement in Education (PFI). The PFI survey collects data about students who are enrolled in kindergarten through grade 12 and asks questions about school choice and various aspects of parent involvement in education, such as help with homework, family activities, and parent engagement in schools. Parents are the respondents."",77.33333333333333,Low,Oversleep,Low,0.74,0.6987951807228916,0.8111111111111111,Excellent"
Arnold,69,67,69,Wanetta Bold,3.0,7,0.0,1,0,1,Learn More: Go to About the NHES,68.33333333333333,Medium,Optimal,Low,0.6900000000000001,0.6024096385542169,0.6555555555555556,Average
Marsha,99,87,81,Maricela Damron,3.0,8,0.0,1,1,0,This First Look report introduces new National Household Education Survey (NHES) survey data that presents findings from the Parent and Family Involvement in Education Survey of the National Household Education Surveys Program of 2023 (PFI-NHES:2023).,89.0,Medium,Optimal,Low,0.99,0.8433734939759038,0.7888888888888889,Excellent
"Karl,51,52,44,Lynsey Stinchcomb,1.0,9,0.0,1,0,1,""This data point explores the types of schools that children attend, whether parents consider more than one school for their child, and the reasons parents report as being important when they consider schools for their children."",49.0,Low,Oversleep,Low,0.51,0.4216867469879518,0.3777777777777778,Poor"
Nolan,53,71,67,Lovetta Kline,2.0,7,0.0,2,0,1,This report presents data about various aspects of parent involvement in education and reasons for choosing the childƒ??s school. These data represent circumstances before the implementation of coronavirus pandemic restrictions.,63.66666666666666,Low,Optimal,Low,0.53,0.6506024096385543,0.6333333333333333,Average
"Makayla,49,57,52,Gracia Moone,2.0,8,0.0,2,0,0,""This report uses data from multiple surveys to describe the landscape of school choice. The report discusses the changes over time in enrollment in traditional public, public charter, and private schools, as well as changes in the number of students who were homeschooled. It includes information on the characteristics of students enrolled in public and private schools, as well as characteristics of students who were homeschooled."",52.66666666666666,Low,Optimal,Low,0.49,0.4819277108433735,0.4666666666666667,Average"
Hayden,73,76,80,Loma Shears,2.0,9,0.0,1,0,1,NCES Annual Reports,76.33333333333333,Low,Oversleep,Low,0.73,0.710843373493976,0.7777777777777778,Excellent
Toni,66,60,57,Adelle Philbrick,4.0,5,0.0,1,0,0,The NCES Annual Reports and Information program produces several reports each year that draw from over 25 surveys by NCES and other government agencies. Many of these reports include information on enrollment in public charter schools and private schools. The Digest of Education Statistics includes additional information on school choice and parent involvement.,61.0,Medium,Insufficient,Low,0.66,0.5180722891566265,0.5222222222222221,Average
Christy,68,67,69,Sun Johnsrud,2.0,8,0.0,2,1,0,Longitudinal Studies,68.0,Low,Optimal,Low,0.68,0.6024096385542169,0.6555555555555556,Average
